Id,Title,Text
S500073,"Poland, Gravestones, 1800-2020","The collection spans all sixteen voivodeships of Poland. There is also a selection of records that are from before the year 1800. The records in this collection were published by <a id="""" href=""https:
//grobonet.com/"" class=""green"" target=""_blank"" rel=""noopener"">Grobonet.com</a>, visit their website to find additional information and view photos of the gravestones."
S500074,"U.S. Yearbooks, 1890-1979","Seniors, who generally graduated the 12th grade at the age of 17 or 18, are traditionally given special treatment in these yearbooks and are most likely to have an individual portrait that was taken b
y a local professional photographer – often in a studio setting. Seniors can have additional information, not provided for the lower-grade members, such as their affiliation in school clubs, sports,
and other activities and sometimes short biographical statements or anecdotes about or by the student. When searching a large yearbook collection like this one a thorough researcher should try to fin
d each year in which the subject person is present and pay special attention to find them as a senior if possible.
The treatment given to juniors, sophomores, and freshmen—grades 11, 10, and 9 respectively—vary in the size and quality of individual portraits and until the mid-to-late 1940s it is common to only
find larger group photographs of these lower classes, most often taken on the front steps of the school. In general, yearbooks published in the 1950s, 1960s, and 1970s are more likely to have individ
ual portraits for each student regardless of his or her grade level.
This collection also includes a significant number of yearbooks from middle schools and junior high schools as well as some elementary schools. Additionally, schools which provided comprehensive grade
levels from kindergarten up through the 12th grade are included and their yearbooks can provide photographs and information on all students attending. Some college and university yearbooks are also i
ncluded.
Yearbooks also provide evidence of residence in the town, city, or county where the school was located. Knowing where a person attended school is an important clue in finding other records about thems
elves and their families. An important exception to this notion of a student’s permanent residence exists for yearbooks from boarding schools where students often came from other locations, even far
away states, to live at the school during the academic term. In these yearbooks from boarding schools the city and state where the student normally resides is regularly included."
S500075,"Pennsylvania Death Index, 1906-1964","Death certificates represent one of the key primary sources for family information, typically being issued within days of a death and having many details about a person's life. Frequently, they contai
n age, birthplace, parents' names and birthplaces, and the cause of death."
S500076,Witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodzinna</p>Родинне дерево: 78444833-1
S500077,Daroń Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Daroń Family Web Site</p>Родинне дерево: 194808331-1
S500078,"Записи про смерть у Каліфорнії, 1940 - 1997","Свідоцтва про смерть є одними з ключових первинних джерел для інформації про родину, які зазвичай робляться ?
?а декілька днів після смерті і містять багато даних про життя особи. Часто вони містять вік, місце народження
, імена батьків та місця їх народження, а також причину смерті."
S500079,Jarocka,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Jarocka</p>Родинне дерево: 99246413-1
S500080,Witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodzinna</p>Родинне дерево: 78809883-1
S500081,"U.S. Yearbooks Name Index, 1890-1979","The same person will often occur in previous or subsequent editions of the same yearbook and these related yearbooks are presented at the bottom of the individual’s record – to assist the research
er in finding other books where their person of interest might be found.
This collection is a name index produced by MyHeritage from the <a id="""" href=""http://www.myheritage.com.ua/research/collection-10568/us-yearbooks-1890-1979"" class=""green"">U.S. Yearbooks, 1890-1979</a
> collection and is based on the same set of yearbooks. Thanks to this name index users will enjoy improved name searching and more relevant <a id="""" href=""http://www.myheritage.com/help-center#/path/
951695781"" class=""green"">Record Matches</a> to their family members found in these books. In case you didn’t find what you were looking for, we encourage you to check out the U.S Yearbooks 1890-1979
collection to search the entire free-text index of this amazing collection."
S500082,Howard Hamilton Family Tree,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Howard Hamilton Family Tree</p>Родинне дерево: 177466782-1
S500083,Canadian Headstones,""
S500084,Федеральний перепис США 1910 року,"Federal census takers were asked to record information about every person who was in each household on the census day. A census taker might have visited a house on a later date, but the information he
collected was supposed to be about the people who were in the house on the census day. The basic census enumeration unit was the county. Each county was divided into enumeration districts, one for ea
ch enumerator. The completed forms were sent to the Commerce Department's Census Office in Washington, D.C.
Federal censuses are usually reliable, depending on the knowledge of the informant and the care of the census enumerator. Information may have been given to a census taker by any member of the family
or by a neighbor. Some information may have been incorrect or deliberately falsified."
S500085,Inventors of historical patents,"Less than one percent of the records is dated from before 1904, with the earliest record from 1782. This collection was prepared with the help of Google Patents Public Data by IFI CLAIMS Patent Servic
es and Google under the Creative Commons Attribution 4.0 International License."
S500086,The Hunsicker Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: The Hunsicker Family Web Site</p>Родинне дерево: 126920481-6
S500087,ledezma cortes,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: ledezma cortes</p>Родинне дерево: 88559994-1
S500088,1921 Canada Census,"Forms were printed with both English and French column headings; answers were recorded in the locally-spoken language. Individuals were to be enumerated in their usual place of residence even though t
hey may not have been at that residence on the night of the enumeration. The head of household was to be recorded first followed by the rest of the members of the household. The forms used for the ter
ritories were a simplified version of the regular schedule and enumerators assigned to the Yukon Territory and Northwest Territories were allowed to begin before June 1st."
S500089,"Постраждалі Радянського Союзу, 1939-1946","Також може бути доступна додаткова інформація, така як назва лікарні, місця чергування, табір, військове зван
ня, місце, де сталося захоплення, та посилання на фізичні записи. Хоча переважна більшість записів припадає н?
? час Другої світової війни, є також записи з наступних десятиліть."
S500090,"New York State Deaths, 1957 - 1969","Свідоцтва про смерть є одними з ключових первинних джерел для інформації про родину, які зазвичай робляться ?
?а декілька днів після смерті і містять багато даних про життя особи. Часто вони містять вік, місце народження
, імена батьків та місця їх народження, а також причину смерті."
S500091,Dakin Kent Family Tree,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Dakin Kent Family Tree</p>Родинне дерево: 299327731-4
S500092,Автори наукових статей,"Статті - це дані з відкритим доступом. Вони походять із законних джерел, включаючи сховища, якими керують унів
ерситети, уряди та наукові товариства, а також дані, які є у відкритому доступі, розміщені самими видавцями."
S500093,Carey Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Carey Web Site</p>Родинне дерево: 648306781-1
S500094,Werlau Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Werlau Web Site</p>Родинне дерево: 363181781-1
S500095,Barnes Family Site (23andMe),<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Barnes Family Site (23andMe)</p>Родинне дерево: 304925461-1
S500096,Canada Phone and Address Listings,""
S500097,Boundy Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Boundy Web Site</p>Родинне дерево: 126870042-3
S500098,Martynyk Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Martynyk Web Site</p>Родинне дерево: 487059371-1
S500099,"New Jersey Death Index, 1920-1929, 1949-2017","Death certificates represent one of the key primary sources for family information, typically being issued within days of a death and having many details about a person's life. Frequently, they contai
n age, birthplace, parents' names and birthplaces, and the cause of death."
S500100,The Hunsicker Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: The Hunsicker Family Web Site</p>Родинне дерево: 126920481-5
S500101,The Hunsicker Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: The Hunsicker Family Web Site</p>Родинне дерево: 126920481-6
S500102,Tributes.com,"Завдяки централізованому національному покриттю, система містить 95 мільйонів записів про смерть, поточних, ?
? також історичних, з 1930-их років. Tributes зробили сервіс некрологів та поминань легкодоступним. Сайт швидко розр
ісся з часу запуску восени 2008, і зараз посилається на тисячі похоронних домів і мільйони користувачів, які ро?
?міщують некрологи.
<A href=""http://www.tributes.com"">www.tributes.com"
S500103,wajsberg,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: wajsberg</p>Родинне дерево: 92193024-1
S500104,Woroby Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Woroby Web Site</p>Родинне дерево: 420991671-1
S500105,Watts Family Tree Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Watts Family Tree Web Site</p>Родинне дерево: 565975871-3
S500106,"Hungary Catholic Church Records, 1636-1895","Included in this collection are some baptism records from localities which historically belonged to the Kingdom of Hungary, but because of changing political borders now belong to other countries. Rec
ords may appear in Hungarian, Latin and German. This collection is 87% complete. Additional records will be added as they are completed."
S500107,Sowa Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Sowa Web Site</p>Родинне дерево: 113971721-7
S500108,Blabey Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Blabey Web Site</p>Родинне дерево: 453507641-1
S500109,The Hunsicker Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: The Hunsicker Family Web Site</p>Родинне дерево: 126920481-2
S500110,Євген Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Євген Web Site</p>Родинне дерево: 845715811-1
S500111,Франко Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Франко Web Site</p>Родинне дерево: 202723311-1
S500112,Kolic Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kolic Web Site</p>Родинне дерево: 646935541-1
S500113,Відомі люди в історії,"Записи можуть містити таку пошукову інформацію: імена (включно з псевдонімами та іменами з не латинським нап?
?санням), дати й місця народження, дати й місця одруження, дати й місця смерті, імена родичів, імена чоловіка/др
ужини, а також імена дітей. В деяких записах також можна знайти інформацію про вид діяльності, місця поховань
та описи.
Записи в цій колекції надаються безкоштовно завдяки добрій волі <a id="""" href=""https://www.wikidata.org/"" class=""green"" target=""_blank"" rel=""noop
ener"">Wikidata</a> (на умовах CC-BY)."
S500114,My Heritage / Мій Родовід,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: My Heritage / Мій Родовід</p>Родинне дерево: 315931431-1
S500115,Walków Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Walków Web Site</p>Родинне дерево: 240795891-3
S500116,Jedliński,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Jedliński</p>Родинне дерево: 77821973-1
S500117,Szczupaczyński Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Szczupaczyński Web Site</p>Родинне дерево: 770585971-1
S500118,франко Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: франко Web Site</p>Родинне дерево: 575978951-1
S500119,Kałuski Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kałuski Web Site</p>Родинне дерево: 19141081-1
S500120,Marilyn Soper,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Marilyn Soper</p>Родинне дерево: 60327362-10
S500121,Entrikin Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Entrikin Web Site</p>Родинне дерево: 301539141-1
S500122,"Ohio Newspapers, 1793-2009","Before vital records were recorded by city, county, or state governments, local newspapers often published articles listing or detailing these events. Obituaries contain vital and biographical informa
tion on the decedent but also on his or her family and relatives.
Society pages began as a way to entice readers with gossip and news about the wealthy and famous but soon evolved to cover the goings-on of “average” citizens. An incredible array of information
can be discovered in these society pages or sections from seemingly mundane notices and reports on events such as parties, job changes, hospital stays, and social visits by friends or relatives. These
pages are a source of historical events that are unlikely to exist in any other record.
Coverage and completeness in this collection varies by title."
S500123,Marzec Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Marzec Web Site</p>Родинне дерево: 438823481-1
S500124,Kulpa Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kulpa Web Site</p>Родинне дерево: 330343211-1
S500125,Żurakowska Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Żurakowska Web Site</p>Родинне дерево: 474179971-1
S500126,Czerwiński Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Czerwiński Web Site</p>Родинне дерево: 601995511-1
S500127,Książek Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Książek Web Site</p>Родинне дерево: 297844561-1
S500128,Drzewo Genealogiczne (Rodowe),<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Drzewo Genealogiczne (Rodowe)</p>Родинне дерево: 74247921-3
S500129,Mulik Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Mulik Web Site</p>Родинне дерево: 492550971-1
S500130,Witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodzinna</p>Родинне дерево: 78809883-1
S500131,Horodyski - Kwiatkowski,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Horodyski - Kwiatkowski</p>Родинне дерево: 623042981-2
S500132,"US Naturalization Records, New England, 1791-1906","This collection spans several important developments in US naturalization laws. The first US naturalization law was passed in 1790, the Naturalization Act of 1790, and the first change in naturalizati
on laws occurred as early as 1795. Significant changes to US naturalization laws include the Fourteenth Amendment, ratified in 1868, which naturalized all children born in the United States regardless
of their parents’ citizenship. Prior to 1870, the naturalization process was primarily restricted to “free white persons”. The Naturalization Act of 1870 further expanded the naturalization pro
cess to include “aliens of African nativity and...persons of African descent”.
This collection consists of two types of documents: 3x5 inch cards which are an index of naturalization documents, and 5x8 inch copies of naturalization documents. The 5x8 inch copies contain more use
ful information than the 3x5 inch cards. Earlier records, both 3x5 inch and 5x8 inch, will contain less information than later ones. Both the index cards and photocopies can be found at the National A
rchives-New England Region.
The 3x5 inch cards contain little information, primarily the name of the petitioner, the name of the court, and document numbers. These cards do contain spaces to collect additional information, but t
hese spaces were often left blank. These cards do contain a Soundex Code that may be helpful for further research.

In addition to the name of the petitioner, the 5x8 inch naturalization records may contain petition for citizenship, oath of allegiance, record of previous citizenship, place and date of birth, occupa
tion, place and date of arrival in the United States, name of the ship, place of residence at the time of application, and name and address of a witness to these statements."
S500133,"Germany, Bremen Emigration Lists, 1920-1939","The original source are the <a id="""" href=""http://www.passengerlists.de"" class=""green"" target=""_blank"" rel=""noopener"">http://www.passengerlists.de</a>
<p>Bremen Passenger Lists, the original documents are in the possession of the Bremen Chamber of Commerce (95%); State Archive Bremen (5%)</p>
<p>One of the great losses in genealogical history is the nearly complete destruction of the Bremen passenger records. From 1832, Bremen port officials kept meticulous records on their ships' passenge
rs. Among other things ship owners had to maintain passenger lists. In 1851 the Bremen Chamber of Commerce established the ""Nachweisungsbureau für Auswanderer"" (Information Office for Emigrants), to
which the ship captains had to deliver their lists. The rules and regulations of the Nachweisungsbureau considerably improved the quality of both the stay at Bremen prior to the sailing plus the seawo
rthiness of the ships. In 1875, the authorities, citing a lack of space in their archives, destroyed all Bremen passenger records from 1832-1872, yearly continuing till 1907. With the exception of 3,0
00 passenger lists out of 4,500 for the years 1920-1939, almost all other lists were destroyed in an Allied bombing raid on October 6, 1944 or did not come back in 1987 from russian archives where the
y had been brought from the sowjets in 1945. The transcription of these lists was done from 1999-2006 by members of the Bremen Society for Genealogical Research, the MAUS (the mouse). They all were na
tive German speakers with special consideration for the place of residence and called themselves ""Aus-Wanderer-Mäuse"", ""e-migration-mice"", a play on words.</p>"
S500134,Żurakowska Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Żurakowska Web Site</p>Родинне дерево: 474179971-1
S500135,Witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodzinna</p>Родинне дерево: 78788483-1
S500136,Drzewo dla Igi Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Drzewo dla Igi Web Site</p>Родинне дерево: 269647551-1
S500137,Clark Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Clark Web Site</p>Родинне дерево: 673857851-1
S500138,Jarocka,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Jarocka</p>Родинне дерево: 99246413-1
S500139,Mulka Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Mulka Web Site</p>Родинне дерево: 56893312-1
S500140,Hall Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Hall Web Site</p>Родинне дерево: 78164161-8
S500141,Schematismus 1840,""
S500142,Genealogia rodu Ostropolski herbu Nałęcz,[linia z miasta Tłuste i jego okolic w byłym wojew&oacute;dztwie tarnopolskim]  na podstawie informacji z ksiąg metrykalnych oraz od członk&oacute;w rodu
S500143,Hunt Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Hunt Web Site</p>Родинне дерево: 215417921-1
S500144,Kalinowski,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kalinowski</p>Родинне дерево: 101975133-1
S500145,Kurczab Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kurczab Web Site</p>Родинне дерево: 476110391-1
S500146,J.Loziak_i_Krewni,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: J.Loziak_i_Krewni</p>Родинне дерево: 79926303-1
S500147,"Connecticut, Marriages, 1966-2002","<p>In addition to the genealogical information this index provides about the marriage, these records can be useful in requesting the original marriage licenses from which this index is derived. Additi
onal information is usually available on the original documents and may list the bride's and groom's birthplace and the names and birthplaces of their parents. Copies of original marriage records can
be obtained from the <A href=""http://www.ct.gov/dPh/cwp/view.asp?a=3132&q=388130&dphNav=</p><p>46940</p>&dphNav_GID=1601"" target=""_blank"">Connecticut Department of Public Health</a> for a fee."
S500148,Morse Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Morse Web Site</p>Родинне дерево: 425308921-1
S500149,"Польща, Церковні Книги Діоцезії Римо-Католицької церкви у Тарнові, 1612-1900",""
S500150,"New Jersey Marriage License Index, 1915-2016","<p>This content comes from an index to marriages by brides and a separate index to marriages by grooms. The records published here have, in most cases, been joined to unify the information of the brid
es and the grooms in their respective marriages. The collection has a small number of records which could not be matched and joined together. The original indexes also contain some duplicate records w
ith variant spellings of given names and/or surnames. For example, a groom might have three index records for the same marriage where his given name is spelled as “Dominic”, “Dominick C”, or ?
??Dominic C” and in these cases duplicate records will exist in this published collection as they exist in the original indexes.</p>
<p>The below paragraphs are provided to assist in understanding the information listed in the “State File No.” and “Place of Marriage” columns, as shown on the index images. Please note that M
yHeritage has used this information to correctly interpret and display these fields in this collection. </p>
<p>From 1915 to 1919 the State File Number represents the volume and certificate number. The first two digits represent the volume number. The last three digits represent the certificate number. The c
ertificate number resets each year. The Place of Marriage code is not listed in this year range. The original records are available on microfilm at the New Jersey State Archive and are organized alpha
betically by the groom’s surname and the year of marriage.</p>
<p>From 1920 to 1929 the index displays a two digit number which represents the county where the marriage took place. The original records are available on microfilm at the New Jersey State Archive an
d can be requested with the Groom’s surname and the year of marriage.</p>
<p>From 1930 to 1964 the place code is written as a four to six-digit number. In order to find the code you truncate the last one to two digits making this a four-digit number. You can find a key for
some of these codes <a href=""https://cf.myheritageimages.com/records/original/usa_vitals/new_jersey/marriages_1915-2016/municodes.pdf"" target=""_blank"">here</a>. The original records are available on m
icrofilm at the New Jersey State Archive.</p>
<p>From 1965 to 1984 the place code is written as a four-digit number. You can find a key for some of these codes <a href=""https://cf.myheritageimages.com/records/original/usa_vitals/new_jersey/marria
ges_1915-2016/municodes.pdf"" target=""_blank"">here</a>. The original records are available on microfilm at the New Jersey State Archive. </p>
<p>From 1985 to current day they stopped using place codes and started writing the places out in an abbreviated form. The original records are available on microfilm at the New Jersey State Archive.</
p>
<p>Beginning September 21, 2013 same sex marriage was legalized in New Jersey. Records included in this collection reflect this change.</p>
<p>Marriage records are an important genealogical record as they not only record information about the bride, the groom, and their residence when the marriage occurred but often contain additional inf
ormation such as birth dates, birthplaces, occupations, and whether single, widowed, or divorced at the time of the marriage. Often a marriage license will also contain information about the parents o
f the bride and groom including the parents’ names and birthplaces. Copies of the original marriage records found in this index can be requested from the <a href=""https://wwwnet-dos.state.nj.us/DOS_
ArchivesDBPortal/index.aspx"" target=""_blank"">State Archive.</a></p>
<p>Thanks to Debbie Hadley, a New Jersey genealogist, for the research provided. You can reach her through her website, <a href=""http://www.bringoutyerdead.com/"" target=""_blank"">bringoutyerdead.com.</
a></p>"
S500151,"Австро-Угорщина, Список Римо-Католиків, 1612-1966","Ця колекція містить записи із сучасної Австрії (включаючи Нижню Австрію, Верхню Австрію, Штирію, Тіроль, Заль?
?бург та Карінтію), Угорщини, Чехії (Богемії та Моравії), Польщі та Німеччини. Ця колекція не включає Відень."
S500152,Кулик Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Кулик Web Site</p>Родинне дерево: 740831311-1
S500153,Kuhnke family tree Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kuhnke family tree Web Site</p>Родинне дерево: 138096331-46
S500154,"Canada, Alberta, Calgary Burial Records",Some records include the age of the individual at the time of death and year of birth. This collection contains information licensed under Open Government Licence - City of Calgary.
S500155,"Англія і Уельс, Індекс народження, 1837-1920","Реєстрація актів цивільного стану – урядові записи народжень, шлюбів і смертей – почалася в Англії і Уельсі
1 липня 1837. Місцеві реєстраційні округи мали юрисдикцію для запису цивільних подій, але були зобов'язані щокв?
?ртально відсилати копії своїх записів до Генерального Реєстраційного Офісу (ГРО) в Лондоні. ГРО створив інде
кси для цих записів, які впорядковані за подією, роком і кварталом, і відповідно до цього в алфавітному порядк
у за прізвищем.
Інформація, включена в індекс, змінилася з часом. З моменту створення до червня 1911, індекс народжуваності міс?
?ить: ім'я дитини, район реєстрації, а також довідкова інформація (номера тому і сторінки). З вересня 1911 року ін?
?екс також включає в себе дівоче прізвище матері.
Інформація, представлена в індексі, може бути використана для замовлення копії свідоцтва про народження люд?
?ни за окрему плату від ГРО через їх Службу Замовлення Сертифікатів. Залежно від року, повне свідоцтво про нар
одження може містити: ім'я дитини, дату народження, місце народження, стать, ім'я батька і рід занять, дівоче пр
ізвище матері, ім'я інформатора, місце проживання, спорідненість з дитиною і дату реєстрації.
Примітка: Для років, для яких зображення індексу доступні, не забудьте проконсультуватися щодо зображень для
того, щоб перевірити інформацію, представлену Вам. Іноді помилки трапляються в процесі транскрипції. Наприк?
?ад, ""5"", можливо, ненавмисно було розшифровано як ""3"". Так як замовлення копії сертифікатів від ГРО платні, то ос?
?бливо важливо переконатися, що всі номери, які будуть посилатися, правильні перед розміщенням замовлення.
Порада щодо пошуку: Дотримання законів про реєстрацію завжди було дуже хорошим. За оцінками, спочатку повідо?
?лялося про близько 90-95% пологів, однак, до 1875 р. реєстрація склала 99%. Так як майже всі пологи були зареєстрован
і, якщо у вас виникли проблеми з пошуком когось в індексі, спробуйте виконати пошук з використанням різних ва?
?іантів імені або ініціалів. У наступні роки пошук за поєднанням прізвища дитини і дівочого прізвища матері (?
?кщо воно відоме) може також допомогти знайти важких для пошуку осіб. Якщо Ви все ще не можете знайти людину, о?
?обливо в ранні роки, спробуйте виконати пошук у локальних парафіяльних записах про хрещення дітей."
S500156,The Hunsicker Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: The Hunsicker Family Web Site</p>Родинне дерево: 126920481-1
S500157,Texas Marriages and Divorces,"<p>Запис про шлюб може включати вік нареченої, вік нареченого, ім'я та прізвище нареченої, ім'я та прізвище наре
ченого, обчислений рік народження нареченої і нареченого, дату одруження та місце шлюбу.</p>
<p>Записи про розлучення включають у себе Звіти постанов про розлучення чи скасування шлюбу дільничною канце?
?ярією округу, в якому винесено ухвалу суду. Запис про розлучення може включати імена чоловіка і дружини, вік,
кількість дітей, дату одруження, дату розлучення, округ, в якому відбулося розлучення. Звіти про розлучення т?
? скасування шлюбу повідомлялися лише в Бюро демографічної статистики, починаючи з 1968 року. До цього часу цю п
одію міг записати окружний діловод.</p>"
S500158,Федеральний перепис США 1900 року,"Federal census takers were asked to record information about every person who was in each household on the census day. A census taker might have visited a house on a later date, but the information he
collected was supposed to be about the people who were in the house on the census day. The basic census enumeration unit was the county. Each county was divided into enumeration districts, one for ea
ch enumerator. The completed forms were sent to the Commerce Department's Census Office in Washington, D.C.
Federal censuses are usually reliable, depending on the knowledge of the informant and the care of the census enumerator. Information may have been given to a census taker by any member of the family
or by a neighbor. Some information may have been incorrect or deliberately falsified."
S500159,Tym/Prod/Hnat/Prok Family Tree,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Tym/Prod/Hnat/Prok Family Tree</p>Родинне дерево: 854431511-1
S500160,Witryna rodziny Skalskich,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodziny Skalskich</p>Родинне дерево: 77716953-1
S500161,Kosturek Family Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kosturek Family Web Site</p>Родинне дерево: 212190451-1
S500162,гербівник Каспера Несецького,""
S500163,БАЧИНСЬКІ (Автор інформації Ігор Смуток),""
S500164,Witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodzinna</p>Родинне дерево: 78093203-1
S500165,"Canada, Manitoba, Winnipeg Burial Records",This collection contains information licensed under the Open Government Licence – Winnipeg.
S500166,Bratkowska Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Bratkowska Web Site</p>Родинне дерево: 679787791-1
S500167,Wieczorek Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Wieczorek Web Site</p>Родинне дерево: 432317461-2
S500168,Witryna Rodziny Zych,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna Rodziny Zych</p>Родинне дерево: 77623973-1
S500169,Kwiatkowski Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kwiatkowski Web Site</p>Родинне дерево: 852837341-1
S500170,Kwiatkowski Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kwiatkowski Web Site</p>Родинне дерево: 175704391-3
S500171,Sawicki Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Sawicki Web Site</p>Родинне дерево: 365434011-1
S500172,Mialszygrosz Family Tree,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Mialszygrosz Family Tree</p>Родинне дерево: 325047031-1
S500173,Centner Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Centner Web Site</p>Родинне дерево: 465803001-1
S500174,Родинні дерева Filae,"Родинні дерева Filae можна знайти на <a id="""" href=""https://www.filae.com"" class=""green"" target=""_blank"" rel=""noopener"">www.filae.com</a>. Filae належить і керу?
?ться MyHeritage."
S500175,Witryna rodziny Skoraszewskich,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Witryna rodziny Skoraszewskich</p>Родинне дерево: 77894603-1
S500176,Kwiatkowski Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kwiatkowski Web Site</p>Родинне дерево: 561561591-1
S500177,Site de família Jozkow Jakubowski Karnowski,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Site de família Jozkow Jakubowski Karnowski</p>Родинне дерево: 79934683-1
S500178,Gauers Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Gauers Web Site</p>Родинне дерево: 274427631-1
S500179,Чокан Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Чокан Web Site</p>Родинне дерево: 860747391-2
S500180,Polska witryna rodzinna,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Polska witryna rodzinna</p>Родинне дерево: 77638913-3
S500181,Kisiel,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Kisiel</p>Родинне дерево: 78614793-1
S500182,Seheń Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Seheń Web Site</p>Родинне дерево: 218727351-1
S500183,"Австрія, Список записів Віденської Католицької Церкви, 1585-1918","Відень поділяється на округи (Bezirk), кожен з них має назву та номер. Записи хрещень включають парафії з таких ок
ругів: 1-10, 12-13, 15-16 та 18-21; записи шлюбів включають парафії з усіх округів Відня, за винятком округу 20; а записи п?
?ховань включають парафії з округів 1-3, 9-10 та 21. Частина записів про шлюб стосується округів з-поза меж Відня: Н
ижньої Австрії, Верхньої Австрії чи військових зон."
S500184,Skuciński Web Site,<p>Родинне дерево MyHeritage</p><p>Сімейний сайт: Skuciński Web Site</p>Родинне дерево: 216366421-1
S500185,"Germany, Births and Baptisms, 1558-1898",""
